trade_date,open,high,low,close,prev_close,volume,turnover_lakhs,num_trades,delivery_qty,delivery_pct,adjusted_close,adjustment_factor,symbol
2024-05-09,1474.95,1486.75,1445.3,1447.5,1482.65,23140639,338211.49,669580.0,,,723.75,0.5,HDFCBANK
2024-05-10,1439.0,1451.95,1426.8,1437.9,1447.5,13638304,196518.69,368755.0,,,718.95,0.5,HDFCBANK
2024-05-13,1432.0,1459.8,1430.3,1455.25,1437.9,13523601,195705.07,463000.0,,,727.625,0.5,HDFCBANK
2024-05-14,1452.25,1465.5,1450.3,1460.95,1455.25,12832571,187303.08,315935.0,,,730.475,0.5,HDFCBANK
2024-05-15,1459.7,1459.7,1435.8,1438.5,1460.95,19465998,280902.23,393567.0,,,719.25,0.5,HDFCBANK
2024-05-16,1446.05,1462.55,1435.5,1460.25,1438.5,17472618,253345.17,382855.0,,,730.125,0.5,HDFCBANK
2024-05-17,1446.2,1468.0,1446.2,1464.1,1460.25,10460095,152845.5,268477.0,,,732.05,0.5,HDFCBANK
2024-05-21,1450.1,1469.7,1450.1,1458.8,1466.05,21884989,319537.9,413346.0,,,729.4,0.5,HDFCBANK
2024-05-22,1457.85,1465.6,1448.15,1459.2,1458.8,19998139,291221.6,394368.0,,,729.6,0.5,HDFCBANK
2024-05-23,1458.65,1495.65,1457.05,1492.6,1459.2,20430960,301785.07,337200.0,,,746.3,0.5,HDFCBANK
2024-05-24,1487.5,1519.9,1486.0,1517.2,1492.6,15530103,234089.83,325557.0,,,758.6,0.5,HDFCBANK
2024-05-27,1523.35,1545.0,1519.05,1527.7,1517.2,14692720,225340.44,360983.0,,,763.85,0.5,HDFCBANK
2024-05-28,1530.1,1536.05,1524.8,1530.5,1527.7,13954452,213662.46,287323.0,,,765.25,0.5,HDFCBANK
2024-05-29,1518.0,1523.85,1501.25,1508.3,1530.5,17573853,265404.05,324703.0,,,754.15,0.5,HDFCBANK
2024-05-30,1499.2,1523.6,1497.65,1514.85,1508.3,16877675,255522.07,409393.0,,,757.425,0.5,HDFCBANK
2024-05-31,1519.0,1536.0,1514.0,1531.55,1514.85,37039794,566252.44,474591.0,,,765.775,0.5,HDFCBANK
2024-06-03,1599.0,1599.0,1550.0,1572.2,1531.55,36318628,569429.88,584235.0,,,786.1,0.5,HDFCBANK
2024-06-04,1557.0,1559.0,1454.0,1483.15,1572.2,44765620,673684.18,786620.0,,,741.575,0.5,HDFCBANK
2024-06-05,1494.05,1559.6,1482.35,1551.8,1483.15,40815825,621963.52,650501.0,,,775.9,0.5,HDFCBANK
2024-06-06,1564.9,1565.45,1546.6,1559.7,1551.8,23211435,361402.49,599204.0,,,779.85,0.5,HDFCBANK
2024-06-07,1561.05,1584.35,1552.05,1573.35,1559.7,18356108,288644.83,416517.0,,,786.675,0.5,HDFCBANK
2024-06-10,1574.0,1580.65,1557.6,1561.3,1573.35,11227029,175919.13,314062.0,,,780.65,0.5,HDFCBANK
2024-06-11,1556.0,1571.0,1552.2,1564.8,1561.3,14772663,231079.29,458802.0,,,782.4,0.5,HDFCBANK
2024-06-12,1575.0,1588.3,1566.4,1574.15,1564.8,19640218,309722.87,341079.0,,,787.075,0.5,HDFCBANK
2024-06-13,1581.75,1585.7,1574.0,1580.75,1574.15,12060096,190772.29,281276.0,,,790.375,0.5,HDFCBANK
2024-06-14,1584.0,1599.0,1577.7,1596.9,1580.75,12770277,203318.74,320179.0,,,798.45,0.5,HDFCBANK
2024-06-18,1596.9,1610.5,1589.45,1607.8,1596.9,16207857,259980.74,353540.0,,,803.9,0.5,HDFCBANK
